# No editing this file
# train data set
# class 1 or 2
# data num 120
#
# file type: csv
#
# made by sugimotolab 
# 
1,-0.339343,-0.144691,-0.138282,-0.180876,-0.666421,-0.581316,-0.257325,-0.259854,-1.891148,-0.67538,-0.354255,-0.32579,-0.341807,-0.474246,-0.441477,-0.110129,-0.037236,0.052338,-0.530288,-0.55147,-0.140982,-0.122932,-1.849306,-0.400772,-0.168823,-0.204855,-0.177375,-0.324495,-0.288218,0.718535,0.37548,-0.504262,-0.136188,0.500578,0.24979,-1.799254,-0.176202,0.284067,0.176657,0.124487,-0.003588,-0.006226,0.683169,-0.45896,-0.085034,0.851437,0.620249,-1.794406,0.008438,0.661047,0.563917,0.437014,0.222767,0.261329,-0.426562,-0.251803,0.671033,0.918102,-1.80419,-0.008832,0.612038,0.656841,0.539099,0.238049,0.306744,-0.744328,-0.492075,-0.481055,-1.819275,-0.688165,-0.525948,-0.460017,-0.503313,-0.61657,-0.57008,0.004456,-0.198385,-1.946344,-0.292648,-0.094262,-0.2161,-0.238498,-0.251413,-0.301583,0.771739,-1.814355,0.209472,1.020154,0.813589,0.616349,0.548114,0.538874,-1.830496,0.00879,0.709863,0.862778,0.771043,0.338765,0.389464,-1.821878,-1.798584,-1.805657,-1.814823,-1.80324,-1.80632,0.454637,0.153156,0.034785,0.316289,0.088108,0.965989,0.666798,0.756348,0.672402,0.925726,0.746496,0.907176,0.485023,0.650592,0.839704
1,-0.465024,-0.349154,-0.326459,-0.279418,-0.920683,-0.454212,-0.335343,-0.365087,-1.967581,-0.619303,-0.382753,-0.340753,-0.431621,-0.426076,-0.374304,-0.302104,-0.232649,-0.196845,-0.842561,-0.406663,-0.313121,-0.277938,-1.991947,-0.58661,-0.359642,-0.335914,-0.387347,-0.395717,-0.398607,0.548954,0.349083,-0.811091,0.344107,0.534931,0.319469,-1.923342,-0.128741,0.398205,0.38555,0.157172,0.18477,0.215371,0.611815,-0.74198,0.350501,0.78463,0.563747,-1.914818,-0.014196,0.662929,0.62694,0.292083,0.404989,0.406287,-0.732201,0.211113,0.632907,0.770459,-1.917811,-0.068165,0.584222,0.663178,0.352979,0.413109,0.435279,-0.801741,-0.722524,-0.744718,-2.041776,-0.923305,-0.760883,-0.767144,-0.850515,-0.817718,-0.78,0.452186,0.184823,-1.939328,0.07657,0.450233,0.320936,0.08202,0.22466,0.14735,0.621615,-1.905144,0.134395,1.014112,0.82453,0.440791,0.587984,0.648412,-1.940274,-0.095638,0.624151,0.917778,0.446848,0.454214,0.49762,-1.946561,-1.889862,-1.888181,-1.884723,-1.866905,-1.863857,0.342611,0.088949,-0.187714,0.13049,0.087638,1.030195,0.519211,0.901595,0.848849,0.801945,0.803455,0.909384,0.514796,0.560196,0.92962
1,-0.513221,-0.298823,-0.395829,-0.338204,-0.368499,-0.346485,-0.350103,-0.372995,-1.553785,-0.623152,-0.413011,-0.375303,-0.408237,-0.484729,-0.461384,-0.208909,-0.199829,-0.069278,-0.155651,-0.230814,-0.209896,-0.152014,-1.512796,-0.430085,-0.198719,-0.191904,-0.195855,-0.278676,-0.243372,0.610232,0.458989,0.249821,0.584029,0.528144,0.400627,-1.517584,-0.052678,0.412852,0.370583,0.300741,0.207987,0.237061,0.650152,0.427393,0.737809,0.896028,0.687024,-1.506911,0.106243,0.724595,0.685534,0.524094,0.44416,0.489952,0.82149,0.501275,0.735335,0.951418,-1.486907,0.004126,0.58744,0.812313,0.682709,0.396859,0.559875,0.31099,0.416543,0.676817,-1.484994,-0.145988,0.316422,0.543131,0.515555,0.201311,0.341709,0.817996,0.587096,-1.489784,0.341245,0.840071,0.683836,0.429936,0.558302,0.412424,0.810534,-1.511114,0.298666,1.078645,0.91199,0.696234,0.618137,0.675856,-1.531584,0.162024,0.782737,1.054876,0.88907,0.577889,0.787336,-1.535443,-1.512124,-1.493226,-1.501631,-1.531707,-1.520414,0.514324,0.192737,0.067012,0.272534,0.182438,0.966608,0.685142,0.886857,0.767074,0.957944,0.730268,0.969623,0.628135,0.839013,0.800816
1,-0.576039,-0.409482,-0.47965,-0.367725,-0.466294,-0.426844,-0.432659,-0.410341,-0.948838,-0.561362,-0.461921,-0.443271,-0.427576,-0.493996,-0.499067,-0.268854,-0.133902,-0.021438,-0.060278,-0.231925,-0.188311,-0.103631,-0.804523,-0.496948,-0.23521,-0.160335,-0.168439,-0.287525,-0.273001,0.657107,0.529452,0.284225,0.518746,0.547565,0.492432,-0.620963,-0.090949,0.430326,0.457435,0.357691,0.228315,0.267327,0.690334,0.405429,0.592248,0.876279,0.702161,-0.613492,-0.013817,0.626423,0.670238,0.508567,0.339182,0.405677,0.794684,0.509464,0.797525,1.059968,-0.539823,0.038731,0.712081,0.874555,0.721516,0.453964,0.559587,0.278172,0.473014,0.754651,-0.540799,-0.080207,0.455213,0.594116,0.469809,0.213503,0.314812,0.844132,0.509704,-0.638192,0.308125,0.764476,0.584616,0.347855,0.442109,0.390228,0.836527,-0.58001,0.197806,0.875698,0.782518,0.551662,0.490324,0.539112,-0.553057,0.096143,0.762125,0.992615,0.801725,0.511465,0.618412,-0.771399,-0.570554,-0.54753,-0.52646,-0.627133,-0.558096,0.43364,0.15191,0.027492,0.245126,0.123962,0.910141,0.663431,0.866318,0.81007,0.993776,0.668593,0.900232,0.522797,0.721776,0.867182
1,-0.814239,-0.704936,-0.778898,-0.648762,-0.770153,-0.683199,-0.694429,-0.692034,-0.730763,-0.736971,-0.683897,-0.7151,-0.705298,-0.761957,-0.78649,-0.424344,-0.32877,-0.213227,-0.363693,-0.304552,-0.321009,-0.272477,-0.288005,-0.507127,-0.292767,-0.289704,-0.329227,-0.419349,-0.414876,0.301584,0.122736,-0.268746,0.212067,0.186679,0.102314,0.071161,-0.091089,0.16852,0.096605,0.056288,-0.0229,-0.023696,0.530283,-0.116142,0.549865,0.676745,0.500349,0.291575,0.14444,0.550483,0.43342,0.299551,0.222795,0.268256,0.074575,0.520908,0.69752,0.809624,0.487151,0.169525,0.611407,0.656653,0.495249,0.361227,0.324053,-0.038829,0.055684,0.10591,0.175263,-0.15349,0.029259,0.113821,0.100585,-0.130994,-0.079823,0.909124,0.564759,0.4062,0.460898,0.804797,0.569029,0.371857,0.405558,0.303516,0.743199,0.515757,0.457052,0.982269,0.784953,0.59107,0.479846,0.486635,0.741843,0.290319,0.82469,0.936287,0.73301,0.495425,0.506735,0.237552,0.687001,0.82914,0.773864,0.388073,0.45904,0.687674,0.414792,0.302992,0.412368,0.300673,1.04242,0.77531,0.831607,0.742645,1.04141,0.803487,0.894116,0.672558,0.80585,0.84577
1,-0.665351,-0.416805,-0.493302,-0.436192,-0.447109,-0.41684,-0.456265,-0.439472,-0.458962,-0.575058,-0.445944,-0.476879,-0.453762,-0.497422,-0.459254,-0.217659,-0.129139,-0.079247,-0.043911,-0.275741,-0.206355,-0.129765,-0.147259,-0.467405,-0.21801,-0.220532,-0.173078,-0.283349,-0.232964,0.579281,0.472037,0.266204,0.481079,0.437152,0.407061,0.302492,0.098972,0.373093,0.30051,0.223415,0.240447,0.248841,0.669158,0.468457,0.528903,0.75842,0.658023,0.510396,0.152507,0.643673,0.591839,0.482011,0.406393,0.452495,0.795604,0.537098,0.776986,1.0043,0.855234,0.120879,0.71131,0.785734,0.696377,0.529966,0.661245,0.279383,0.463186,0.669615,0.700353,-0.017574,0.43118,0.545124,0.463135,0.288531,0.456456,0.715284,0.625753,0.450973,0.42712,0.771111,0.566095,0.369799,0.549694,0.484664,0.86696,0.674114,0.341202,1.053994,0.890496,0.649655,0.654083,0.732753,0.934919,0.230483,0.847988,1.039668,0.966885,0.643031,0.818007,0.11864,0.606864,0.727466,0.679062,0.446082,0.629278,0.513653,0.23664,0.099952,0.387469,0.203777,0.915706,0.67901,0.891786,0.743756,1.029454,0.701691,0.970504,0.550122,0.810817,0.740015
1,-0.642992,-0.567766,-0.52303,-0.486421,-0.594463,-0.577731,-0.551795,-0.528964,-0.560348,-0.729591,-0.543233,-0.518818,-0.591713,-0.607161,-0.563304,-0.292785,-0.289453,-0.142301,-0.214535,-0.341518,-0.30269,-0.207974,-0.329404,-0.594535,-0.324008,-0.284142,-0.300709,-0.377355,-0.36178,0.615803,0.424733,0.143329,0.457555,0.566202,0.436751,0.10832,-0.04573,0.432398,0.388514,0.298312,0.24508,0.232625,0.652538,0.293754,0.600089,0.792969,0.687056,0.294977,0.088448,0.656086,0.686801,0.484962,0.375087,0.395147,0.676246,0.448242,0.731844,0.97375,0.512245,0.001726,0.683037,0.754673,0.663656,0.434041,0.472135,0.179677,0.356446,0.538344,0.396332,-0.240216,0.310161,0.439609,0.434035,0.147967,0.244311,0.80945,0.531883,0.150088,0.423761,0.940119,0.662068,0.455139,0.592329,0.453706,0.843004,0.339245,0.248411,1.068387,0.82142,0.695513,0.571056,0.622753,0.58304,0.068432,0.870688,1.056767,0.928007,0.523731,0.702048,-0.243501,0.28292,0.476511,0.503976,0.157903,0.226584,0.437692,0.128048,0.038951,0.166698,0.094349,0.977976,0.748688,0.842002,0.776144,0.958538,0.70824,0.878345,0.500065,0.74009,0.884891
1,-0.594676,-0.438323,-0.419442,-0.422793,-0.560055,-0.415816,-0.399339,-0.447986,-0.652222,-0.602445,-0.450567,-0.464779,-0.516809,-0.553369,-0.512181,-0.256712,-0.262481,-0.149199,-0.32175,-0.274376,-0.238616,-0.18028,-0.415044,-0.536302,-0.251041,-0.227751,-0.253686,-0.352444,-0.322783,0.696404,0.385493,-0.083099,0.650912,0.57315,0.433718,-0.045317,-0.034877,0.487455,0.382853,0.255269,0.20278,0.25806,0.615394,-0.085297,0.803226,0.842752,0.700358,0.020886,0.064331,0.711975,0.60524,0.411914,0.344562,0.382829,0.185292,0.578251,0.75332,0.894748,0.045118,0.118886,0.712207,0.829657,0.559115,0.457745,0.493956,-0.029608,0.04485,0.072059,-0.263359,-0.225819,0.060041,0.081078,-0.030347,-0.130276,-0.04661,0.915021,0.780187,0.043395,0.348497,0.89998,0.706369,0.467796,0.441127,0.439762,0.943533,0.10347,0.273204,1.075882,0.895641,0.551052,0.531696,0.552562,0.166179,0.193493,0.940229,1.043622,0.809292,0.608088,0.753387,-0.212662,0.101693,0.15189,0.095025,-0.006961,0.068545,0.465514,0.260582,0.119936,0.241378,0.164893,0.999229,0.671671,0.789524,0.711407,0.928016,0.820037,1.012866,0.656746,0.862751,0.956504
1,-0.647462,-0.388641,-0.41507,-0.43148,-0.50606,-0.461852,-0.442408,-0.450194,-0.485975,-0.638965,-0.505174,-0.485816,-0.551934,-0.573791,-0.567569,-0.250226,-0.254254,-0.113489,-0.094911,-0.233155,-0.178034,-0.118346,-0.181575,-0.379104,-0.203013,-0.164424,-0.217278,-0.282812,-0.250802,0.572969,0.357848,0.199917,0.509073,0.497708,0.434445,0.208434,0.047858,0.364976,0.345946,0.224041,0.127297,0.206246,0.654372,0.320561,0.659622,0.863455,0.620179,0.394591,0.167809,0.677138,0.611712,0.402484,0.353762,0.405522,0.759546,0.579429,0.820987,1.011575,0.723482,0.195041,0.687508,0.81189,0.651617,0.409928,0.576262,0.357282,0.47809,0.660642,0.52917,0.081021,0.446486,0.512386,0.478696,0.259244,0.366525,0.884286,0.609142,0.403133,0.439988,0.779792,0.589741,0.402358,0.360994,0.387387,0.857416,0.530595,0.393339,1.017205,0.796689,0.589786,0.500527,0.551682,0.844926,0.252998,0.759641,1.04236,0.870722,0.480024,0.674204,0.136715,0.535041,0.727784,0.639655,0.301887,0.426781,0.641226,0.381677,0.275409,0.408743,0.309402,0.96172,0.668466,0.765062,0.674256,0.956993,0.709743,0.95513,0.540784,0.815363,0.815115
1,-0.596099,-0.432906,-0.462869,-0.401112,-0.472076,-0.494909,-0.447832,-0.457597,-0.849723,-0.540765,-0.470887,-0.479271,-0.515236,-0.559541,-0.556595,-0.41907,-0.310278,-0.276836,-0.218489,-0.400322,-0.320839,-0.285856,-0.72811,-0.446541,-0.334837,-0.342828,-0.34465,-0.438422,-0.435101,0.448196,0.381071,0.094715,0.393269,0.372377,0.303676,-0.41414,0.16999,0.325244,0.265214,0.183661,0.065801,0.098082,0.733299,0.329494,0.695183,0.813972,0.669068,-0.312207,0.368342,0.749918,0.663037,0.508867,0.309559,0.410087,0.645848,0.563815,0.83463,0.907258,-0.257947,0.36671,0.733725,0.870128,0.778991,0.422727,0.539636,0.23736,0.419647,0.465562,-0.310004,0.113324,0.373142,0.40786,0.417821,0.172365,0.23402,0.889989,0.600463,-0.313398,0.599837,0.679238,0.612136,0.444377,0.388045,0.36297,0.817434,-0.273649,0.550325,0.996216,0.846762,0.658562,0.551457,0.613474,-0.254814,0.369571,0.799165,1.113131,0.886384,0.499261,0.64876,-0.403665,-0.301883,-0.284725,-0.266084,-0.391689,-0.284354,0.682056,0.496336,0.357333,0.590093,0.370709,1.007792,0.646844,0.831734,0.708849,1.077081,0.663195,0.906231,0.497288,0.78231,0.780152
